0,1570630323765,1570630342479,NGNXOQNBKLVPOVYARWBXGRHOJ9FEISXUJTQKQSTUJMUXJCJXUYHEYZTOQNCDXEZRWPUNFWNOAVDTYNVKG
1,1570630342480,1570630419994,CIEHVYQOZBSIOPMHVUGSDWRCPJBSQBTIXDRGLT9SWNCJJLLPDVO9IANDTUICSAOXWCNSXKIAABUQWZBHD
2,1570630419994,1570630496140,OURNDEMHBH9KWAGLNIREZLADFWOEMIRGXOQZVAZXNJWZRNKFEFWWATTHIRZHKOLRLZCQHQZZKNCIDJJBE
3,1570630496141,1570630562912,JLSXNSSLVESUOPQB9DKTFQDWA9SDVUEJNPAFSWNHOPFBORUZZESUPYUKGPZXINFSINMXZJWS9TYQJJ9LZ
4,1570630562912,1570630630632,NGSMBMIUMAF9CBYNCHPIJ9HBBUBNJZQKMVHVUOHURFCWTCWDOKSHNLK9RYJ9OOUXSNLHFF9JHZMWVGQEM
5,1570630630632,1570630691543,WBYJEYMMAAAHKKVPNUSZYBCQKOHTLGKPCEYTDXQHFJDIEPUZMMNJVGO9NIUNWMQVFIIBKEMGIZXJGPRUS
6,1570630691544,1570630720293,UHOMYCUBYETQFFEG9EJCWFSBIWIRLCUJYYGAJMOIWMYMLZTWRD9DTOCCUOX9AJPOUMIBIJCKZZUIRFPKX
7,1570630720294,1570630790472,DBRINAVAUCTNVQJS9UFMDLEEN9IPBIIX9KHNWXLYNYTVPJGSBLPGY9FMOQNSAHJG99PMHGMPCHFDAGRZV
8,1570630790472,1570630839136,DGBKRBIUKLMMPEJFPVQOEOACYXXSUQJOHTZXNCHMAHTT9QOATXRBVTNQSM9RBEMWNPFHVGSPOLVBNSGFX
9,1570630839136,1570630953624,HBJCZXLFMHNRK9NLUEQGSHBOYMSMGGJJKFDBOLHIFWVIKTMGHAUWGOLWYJXHSEUF9FSGEFYVHEYSLGDHG
