0,1570563394842,1570563498740,UPIMXCVQVJQKRMYFEEZVBDH9IURETABOOPNLVIRV9LALJJECAJEABUUFVJOOIBROTKFLNQKOMJKWMXOJV
1,1570563498741,1570563617223,NDINRANFOOGYERQIIZKXQRJHZPIKTRKLQDFUDJLKIOVBDIHWRCMHUAYNILQCFWAKGV9MBSFVGTIREEPRI
2,1570563617223,1570563710087,NZPJNVIYEVGVOVIYILIRFUZ9MNSRQVFLHTGOSYCXNOZAJJNNNYK9JU9XMZLHPOZXBJFGVPURVESNYWGHF
3,1570563710087,1570563805395,CQW9VHBCESFKJQVOLUUADUNGLJCJYAIRAFGPPMDFDESFVYILYHSNQQ9PVBQVUNAEBNLWOZIJIUPEYMMM9
4,1570563805395,1570563924509,ENTWULMOH9RSQIHVKEYLWEOWAGAR9RFXNYZRZTETXQLAYCCKPNBXPRHUZTUHTQCSYN9EINWRUFVRAXBMD
5,1570563924510,1570564019892,AGJ9OTLOQWVRUAWQNQHZNAARRT9ZHYMKPL9TEEDKWIZXMRIWY9HARUTHVQ9RUXUJARTTLUZSZXFHFYL9T
6,1570564019892,1570564123930,9ABTIVOVFRXEDJPJCMPUVRVI9MOMCMTPTLQ9SIDBUFWGMOOBZTFCBLWZEDRGRXJOFWKUFPNNVJLCHBPEW
7,1570564123930,1570564265026,MSMDIVRKNU9TXDNFGXFTESTEEWDHZFTKJCFPCBRXTHLVVUNUBXVEVODITFQVMHGMDIKLNWDF9TPAOEXOU
8,1570564265026,1570564370441,BYSBBTZBPJKNDIGSDWMR99OCAJCMWGIENJWFVBSYDXNTQOKWACKRYJVQQZAQPKYPMPTRRXAEHNLIDAHGY
9,1570564370441,1570564470580,EYM99BXVNKMGB9OVY9QJRKSUUOVHYHEFEOVPYEOHENOBVGVTDYSJOOJNSBWUZTCCYDCR9DJKYKGXCOTTO
10,1570564470580,1570564587794,SRDU9FFP9OZTNQATBOXXRIHOVRJZQOK9J9SUDBQFAJE9SJZYHRKANMSQYTHPDLCUSBAATAWTQJSHWQFPO
11,1570564587794,1570564649563,FJZPLQYBEXWNVVTB9WG9NIIEPMSXSWKYJLCNCVKTQIBSVGCEWRBGWLCCYAQ9TMCMWUDZEHNFSQWUINURH
12,1570564649563,1570564789321,TQ9CYSSTWHOBQCESSZBJUXWWUITJESWLZOTMDRGMEHZEKWQPWZHMTC9WDTCIFCNQQWLBFTDKMZVAWUYNI
13,1570564789322,1570564915850,TDHUZZXXGEQEBEUXWKIEHPJMTOUTOEQUX9EFEBWG9PFUPIQGJHHTZYVTROGFZXSGSIQBZPVSNUWHGIJTY
14,1570564915850,1570565038047,DGGNTMBYXZQSJOJQBGVWMFKASEQLCEFCKWCHRDVGH9FPBPMZJLMAWDCGQEOLWBEXTHYSYALYYEYSZJMRV
15,1570565038047,1570565139095,OTRBC9CJBTEUFRETAJU9LKBWOCWHGBHPUZCPKY9M9LAVFURDSTAAC99SMSXXTZFYMMFOSUUJHXEUSSHOD
16,1570565139096,1570565295879,SNMGY9XZLYPQDGMVXPFTSAASFBNZWPWFA9KK9XLGMISJD9SLLLQISNWOUIETEWWIBXDYTQHTGLJEPA9WN
17,1570565295879,1570565463641,VJGGE9UKTRCYCYYTPKIBPNUTFUJXDDOPVJXHMLPLWLOHDLYAZEUDJOQRBRLQDZEALKILOXYRSKAAVUSSZ
18,1570565463641,1570565569487,QBPWOF9BFAAOPUJACFXIK9YCUKWLQVSEEKJDPWVJ9CDTMQRQCWYU9NDGXOZFMDGALJFZOPLHROEMH9TOC
19,1570565569487,1570565737922,BUNJYNMWNZSHJOFHPAWIUSEAJHHOGYHMUVLJLHH9EBO9LSYDDG9SDWBMOTNETHLLHUSEZZYBPMNEXFGDK
20,1570565737922,1570565803351,HUDOQWMKDQQDCHQOAHMTADHZHDCDDOVKIDEDVOXRHLMYCNBHSUJEEEQMRZOIPYQGQMTTQRAYGONLWCHSU
21,1570565803351,1570565904395,LFNPJGGFOJSIOYVA9JWWGPUUBEVO9RYXJREHNCGFTXDZLUOAYAUWK9QHUZDAHJSEOAESXETTCAHGSSLOW
22,1570565904395,1570566021613,EYQNGHGOJEKCG9SUYPGQGMIFJISQCXRS9KOQNS99EIUGDJZTKGEXMIDWYJ9UZTMTGVOGFJCGDKHLUEFYJ
23,1570566021613,1570566150201,PBFTSIFCZN9SCCNDWMQKYSRLQSDCQMT9WBVFZIXYOEWHLKGJGFXBTLSJJQZUMTTKIVCUKZYZ9WFLRWFPX
24,1570566150201,1570566279107,UPOIVKYOPIEWSSZKXUJMATXFBKI9C9NIZSRQMW9LLZUOWXN9FUAEBXWILWVQZJOLSRCZPZZMOXIZNENCY
25,1570566279107,1570566380361,UHOBUSBQ9HEACDWLIOUNWHKQXDXDN9YHECDDOIAVFDFEJUXG99VVRPRUJFJMZ9WNLNMYCDZOZGFDTCLGW
26,1570566380361,1570566510719,NYBZUVSQBWJSNYJWNYBWGHKYHVNBOXOUECIPYKNGMVJHTJCZKDROUARSRYMDGGEOOIHJACADCNLKXLIUC
27,1570566510719,1570566586819,ST9MBQZHAKKUK9T9URWSTFLLDWPMQJENAQZNJLQUWNMZNUUZXUMU9XODPLWSCWDDKGQLUKOXJEAKGFBY9
