0,1570563395229,1570563438766,ROOJMIGALG9BITVEYXCQGUHJKILMRYBYGMUPVVIFNIGSJCXJDWCSKJAHBVTSNFGLTLVVCUAODQSCGXZOS
1,1570563438766,1570563546362,FSHLKKIHZBXQFSDZURFV99NGGIKILLRRMBCLEWEK9TSVHKWWYQONKFIZSMTXUAQVQFOCWNOLSQYIL9WER
2,1570563546362,1570563691811,BRMBU9UEZWDBBSFXC9UWDD9MKCZVGHFGJS9VGDDAGSHSQPQFISOVHVIQYRTFJVIRXGWAHCTFTNXJXTIIY
3,1570563691811,1570563885314,QVCTATGNJGZXWZXMVJQISLDYRUQVIYGJRP9IAYORH9CPEBQZPXZXBCMMSBBWFPOTTQZPRRBMJDUELO9I9
4,1570563885314,1570564020458,DYMHBFDPNBJLOAE9NGVLGYLEPS9BGGNT9NMDPZM9DKNCPVCGOEGHQORBJGJRLKGICX9ACEMXLEDSPQMPF
5,1570564020458,1570564239417,RJOLDGSUQPD9NKJTIBMMZGYNZEHPWAZGJULIRS9BGBNRTPCISDIFFPJJQEGFCWERWRGMLBN9VCJRAARIJ
6,1570564239417,1570564433734,WVDMXMNGQCUQHMWAMIHJDYBSVHKDZYYOHE9BOVGCYI9PMOQECHJCVFLZVHWJLVYVPSQTEAAROGEQSZXZO
7,1570564433735,1570564589629,ASXGBDFU9CRRMLXRLFRLYGZVUBND9KKJDFSXEJHGYUWCPRJTRKBWPEWKLS9IDZFFVOPPW9PHYJUIOJEJD
8,1570564589630,1570564706035,BMODNRAVDYCRYHRPHXKAKMJLEWXQVUVMXGPH9Y9FFUJWNYGKYFLCOMELVWUIVJFIGG9ETGQFCMISKKXRD
9,1570564706035,1570564819024,NGKBVH9FGUSHRMKNIK9GDWUBYLHWMTGYN9G9N9GXHVXKMKCVRRYYGSQAVZRRLLYJYNDOJOPWGITGXGSIC
10,1570564819025,1570564931812,KWLAZYENY9AKVPORCJRVIZWPHIXYHPX9JPLTOTYQUUWGIPBQ9ECESDXGDDUTICGGDJWBUZQQFVADVGVBN
11,1570564931813,1570565010218,WSEGYCSZARILAMONFZC9IXYATFKBELIOZRPWKWNMBXBRHQCLRFW9GYWZMUTISW9FRBQLGTVFWQF9QFUNL
12,1570565010218,1570565127519,LHTQSYVLJLKBKUBDQKEJVXVPQKRGGL9VJIBEEVPI9VFZFAKRROUCLAJMEPZTACNCRTZKDNGXVADBV9CIE
13,1570565127519,1570565263153,ZQMZUSMLIHTBUXSBUIEMVLKKMPZOUMBXBTIEWDCHWYTHYWKNGGRSJHTGHHSJGXJKGXFLGEGVBBUTLIODJ
